"id","exchange_id","rate_close","rate_high","rate_low","rate_open","time_close","time_open","time_period_end","time_period_start"
2990,"BTC","17202.576746190","17218.159572198","17150.350574436","17167.088476250","2022-12-01 00:29:00+00","2022-12-01 00:00:00+00","2022-12-01 00:30:00+00","2022-12-01 00:00:00+00"
2991,"BTC","17157.456379492","17202.532260386","17137.583021067","17202.532260386","2022-12-01 00:59:00+00","2022-12-01 00:30:00+00","2022-12-01 01:00:00+00","2022-12-01 00:30:00+00"
2992,"BTC","17122.582145598","17163.418393337","17117.467842310","17163.418393337","2022-12-01 01:29:00+00","2022-12-01 01:00:00+00","2022-12-01 01:30:00+00","2022-12-01 01:00:00+00"
2993,"BTC","17113.227895511","17136.878427822","17113.227895511","17124.873463068","2022-12-01 01:59:00+00","2022-12-01 01:30:00+00","2022-12-01 02:00:00+00","2022-12-01 01:30:00+00"
2994,"BTC","17111.396131230","17140.617885460","17111.396131230","17117.138013170","2022-12-01 02:29:00+00","2022-12-01 02:00:00+00","2022-12-01 02:30:00+00","2022-12-01 02:00:00+00"
2995,"BTC","17124.329596907","17132.267740303","17097.058098276","17114.456498307","2022-12-01 02:59:00+00","2022-12-01 02:30:00+00","2022-12-01 03:00:00+00","2022-12-01 02:30:00+00"
2996,"BTC","17155.784736988","17164.038148258","17122.740353266","17123.592269783","2022-12-01 03:29:00+00","2022-12-01 03:00:00+00","2022-12-01 03:30:00+00","2022-12-01 03:00:00+00"
2997,"BTC","17147.361441831","17158.511609071","17144.129326319","17158.511609071","2022-12-01 03:59:00+00","2022-12-01 03:30:00+00","2022-12-01 04:00:00+00","2022-12-01 03:30:00+00"
2998,"BTC","17156.999026196","17165.986976577","17134.716022832","17151.953729744","2022-12-01 04:29:00+00","2022-12-01 04:00:00+00","2022-12-01 04:30:00+00","2022-12-01 04:00:00+00"
2999,"BTC","17141.886274758","17163.154798746","17139.767545869","17161.407809363","2022-12-01 04:59:00+00","2022-12-01 04:30:00+00","2022-12-01 05:00:00+00","2022-12-01 04:30:00+00"
3000,"BTC","17139.873604050","17151.558792825","17131.406628916","17143.174851685","2022-12-01 05:29:00+00","2022-12-01 05:00:00+00","2022-12-01 05:30:00+00","2022-12-01 05:00:00+00"
3001,"BTC","17114.244429555","17146.383747002","17088.809771951","17142.239712419","2022-12-01 05:59:00+00","2022-12-01 05:30:00+00","2022-12-01 06:00:00+00","2022-12-01 05:30:00+00"
3002,"BTC","17102.695432007","17118.677571996","17094.451534729","17111.282419277","2022-12-01 06:29:00+00","2022-12-01 06:00:00+00","2022-12-01 06:30:00+00","2022-12-01 06:00:00+00"
3003,"BTC","17118.646786974","17127.016700156","17088.685961764","17095.465117696","2022-12-01 06:59:00+00","2022-12-01 06:30:00+00","2022-12-01 07:00:00+00","2022-12-01 06:30:00+00"
3004,"BTC","17109.479000818","17120.698648065","17098.661257933","17119.775054772","2022-12-01 07:29:00+00","2022-12-01 07:00:00+00","2022-12-01 07:30:00+00","2022-12-01 07:00:00+00"
3005,"BTC","17084.677571142","17117.090304954","17080.553061351","17109.129588061","2022-12-01 07:59:00+00","2022-12-01 07:30:00+00","2022-12-01 08:00:00+00","2022-12-01 07:30:00+00"
3006,"BTC","17076.000455138","17084.360505873","17063.310953738","17069.128272653","2022-12-01 08:29:00+00","2022-12-01 08:00:00+00","2022-12-01 08:30:00+00","2022-12-01 08:00:00+00"
3007,"BTC","17109.161221168","17129.112683135","17076.374574527","17076.374574527","2022-12-01 08:59:00+00","2022-12-01 08:30:00+00","2022-12-01 09:00:00+00","2022-12-01 08:30:00+00"
3008,"BTC","17099.263541648","17112.970193655","17091.936369247","17110.115606384","2022-12-01 09:29:00+00","2022-12-01 09:00:00+00","2022-12-01 09:30:00+00","2022-12-01 09:00:00+00"
3009,"BTC","17110.035670823","17113.426728261","17089.433446014","17098.647684320","2022-12-01 09:59:00+00","2022-12-01 09:30:00+00","2022-12-01 10:00:00+00","2022-12-01 09:30:00+00"
3010,"BTC","17093.615699989","17111.273037997","17090.966373142","17111.107327355","2022-12-01 10:29:00+00","2022-12-01 10:00:00+00","2022-12-01 10:30:00+00","2022-12-01 10:00:00+00"
3011,"BTC","17095.384206991","17107.440769972","17089.706624828","17089.706624828","2022-12-01 10:59:00+00","2022-12-01 10:30:00+00","2022-12-01 11:00:00+00","2022-12-01 10:30:00+00"
3012,"BTC","17065.615730572","17095.119853526","17058.869564006","17095.119853526","2022-12-01 11:29:00+00","2022-12-01 11:00:00+00","2022-12-01 11:30:00+00","2022-12-01 11:00:00+00"
3013,"BTC","17104.427241484","17105.170764552","17067.498275526","17067.498275526","2022-12-01 11:59:00+00","2022-12-01 11:30:00+00","2022-12-01 12:00:00+00","2022-12-01 11:30:00+00"
3014,"BTC","17110.806199607","17153.142722997","17103.167265686","17103.167265686","2022-12-01 12:29:00+00","2022-12-01 12:00:00+00","2022-12-01 12:30:00+00","2022-12-01 12:00:00+00"
3015,"BTC","17139.037701783","17143.303599437","17115.727855214","17115.727855214","2022-12-01 12:59:00+00","2022-12-01 12:30:00+00","2022-12-01 13:00:00+00","2022-12-01 12:30:00+00"
3016,"BTC","17138.659236162","17152.000223119","17125.387936089","17137.500516254","2022-12-01 13:29:00+00","2022-12-01 13:00:00+00","2022-12-01 13:30:00+00","2022-12-01 13:00:00+00"
3017,"BTC","17096.421733546","17222.674214062","17019.158702138","17133.981915925","2022-12-01 13:59:00+00","2022-12-01 13:30:00+00","2022-12-01 14:00:00+00","2022-12-01 13:30:00+00"
3018,"BTC","17035.107202641","17108.947950504","17035.107202641","17090.376336243","2022-12-01 14:29:00+00","2022-12-01 14:00:00+00","2022-12-01 14:30:00+00","2022-12-01 14:00:00+00"
3019,"BTC","17114.254455937","17135.105951062","17033.180150980","17044.003121835","2022-12-01 14:59:00+00","2022-12-01 14:30:00+00","2022-12-01 15:00:00+00","2022-12-01 14:30:00+00"
3020,"BTC","16951.636678222","17115.803620133","16944.200443489","17105.654560620","2022-12-01 15:29:00+00","2022-12-01 15:00:00+00","2022-12-01 15:30:00+00","2022-12-01 15:00:00+00"
3021,"BTC","16972.533371390","16979.523856467","16910.999639369","16960.097280149","2022-12-01 15:59:00+00","2022-12-01 15:30:00+00","2022-12-01 16:00:00+00","2022-12-01 15:30:00+00"
3022,"BTC","16954.922342153","16977.830077887","16927.996477663","16976.761842893","2022-12-01 16:29:00+00","2022-12-01 16:00:00+00","2022-12-01 16:30:00+00","2022-12-01 16:00:00+00"
3023,"BTC","16985.037979990","16994.980557190","16952.535706878","16954.177464995","2022-12-01 16:59:00+00","2022-12-01 16:30:00+00","2022-12-01 17:00:00+00","2022-12-01 16:30:00+00"
3024,"BTC","16967.509289730","16982.935774376","16931.321697001","16982.935774376","2022-12-01 17:29:00+00","2022-12-01 17:00:00+00","2022-12-01 17:30:00+00","2022-12-01 17:00:00+00"
3025,"BTC","16972.803365853","16990.101832279","16969.401454318","16969.746729957","2022-12-01 17:59:00+00","2022-12-01 17:30:00+00","2022-12-01 18:00:00+00","2022-12-01 17:30:00+00"
3026,"BTC","16938.765625702","16972.694389583","16938.765625702","16968.109546529","2022-12-01 18:29:00+00","2022-12-01 18:00:00+00","2022-12-01 18:30:00+00","2022-12-01 18:00:00+00"
3027,"BTC","16932.059749621","16952.862882706","16916.052990641","16941.461854637","2022-12-01 18:59:00+00","2022-12-01 18:30:00+00","2022-12-01 19:00:00+00","2022-12-01 18:30:00+00"
3028,"BTC","16934.792645445","16935.868879178","16903.746011268","16932.587548580","2022-12-01 19:29:00+00","2022-12-01 19:00:00+00","2022-12-01 19:30:00+00","2022-12-01 19:00:00+00"
3029,"BTC","16954.192335413","16958.759518648","16925.646518990","16933.244110473","2022-12-01 19:59:00+00","2022-12-01 19:30:00+00","2022-12-01 20:00:00+00","2022-12-01 19:30:00+00"
3030,"BTC","16952.246299103","16962.830633522","16947.770423890","16953.015197452","2022-12-01 20:29:00+00","2022-12-01 20:00:00+00","2022-12-01 20:30:00+00","2022-12-01 20:00:00+00"
3031,"BTC","16923.263205902","16953.068794460","16923.263205902","16946.367888803","2022-12-01 20:59:00+00","2022-12-01 20:30:00+00","2022-12-01 21:00:00+00","2022-12-01 20:30:00+00"
3032,"BTC","16917.597014943","16919.425531040","16873.231947781","16919.425531040","2022-12-01 21:29:00+00","2022-12-01 21:00:00+00","2022-12-01 21:30:00+00","2022-12-01 21:00:00+00"
3033,"BTC","16933.193172705","16936.728685437","16909.574302448","16913.960344743","2022-12-01 21:59:00+00","2022-12-01 21:30:00+00","2022-12-01 22:00:00+00","2022-12-01 21:30:00+00"
3034,"BTC","16939.959026429","16962.788319394","16926.143417291","16927.502003454","2022-12-01 22:29:00+00","2022-12-01 22:00:00+00","2022-12-01 22:30:00+00","2022-12-01 22:00:00+00"
3035,"BTC","16972.591394340","16979.156390646","16940.977481799","16940.977481799","2022-12-01 22:59:00+00","2022-12-01 22:30:00+00","2022-12-01 23:00:00+00","2022-12-01 22:30:00+00"
3036,"BTC","16954.085823254","16977.676084659","16944.717354362","16967.159109991","2022-12-01 23:29:00+00","2022-12-01 23:00:00+00","2022-12-01 23:30:00+00","2022-12-01 23:00:00+00"
3037,"BTC","16967.867302844","16974.965992270","16947.750218224","16952.852978035","2022-12-01 23:59:00+00","2022-12-01 23:30:00+00","2022-12-02 00:00:00+00","2022-12-01 23:30:00+00"
3038,"BTC","16978.618788042","16978.618788042","16978.618788042","16978.618788042","2022-12-02 00:00:00+00","2022-12-02 00:00:00+00","2022-12-02 00:30:00+00","2022-12-02 00:00:00+00"
3480,"BTC","16974.753854233","16982.822072437","16954.189400771","16978.618788042","2022-12-02 00:29:00+00","2022-12-02 00:00:00+00","2022-12-02 00:30:00+00","2022-12-02 00:00:00+00"
3481,"BTC","17026.493370747","17026.493370747","16964.216941099","16971.318576595","2022-12-02 00:59:00+00","2022-12-02 00:30:00+00","2022-12-02 01:00:00+00","2022-12-02 00:30:00+00"
3482,"BTC","16992.572092293","17038.416091948","16980.891682435","17038.416091948","2022-12-02 01:29:00+00","2022-12-02 01:00:00+00","2022-12-02 01:30:00+00","2022-12-02 01:00:00+00"
3483,"BTC","16929.540535827","16995.573661224","16882.343224358","16991.283760794","2022-12-02 01:59:00+00","2022-12-02 01:30:00+00","2022-12-02 02:00:00+00","2022-12-02 01:30:00+00"
3484,"BTC","16920.209067350","16935.153589740","16871.381955627","16926.734055857","2022-12-02 02:29:00+00","2022-12-02 02:00:00+00","2022-12-02 02:30:00+00","2022-12-02 02:00:00+00"
3485,"BTC","16923.952074296","16934.748160783","16892.681846055","16918.029066388","2022-12-02 02:59:00+00","2022-12-02 02:30:00+00","2022-12-02 03:00:00+00","2022-12-02 02:30:00+00"
3486,"BTC","16902.930703665","16929.898484799","16902.930703665","16921.459772137","2022-12-02 03:29:00+00","2022-12-02 03:00:00+00","2022-12-02 03:30:00+00","2022-12-02 03:00:00+00"
3487,"BTC","16900.038739971","16907.228745858","16894.154313974","16898.805566971","2022-12-02 03:59:00+00","2022-12-02 03:30:00+00","2022-12-02 04:00:00+00","2022-12-02 03:30:00+00"
3488,"BTC","16922.759562218","16922.927753776","16883.957295585","16903.191198059","2022-12-02 04:29:00+00","2022-12-02 04:00:00+00","2022-12-02 04:30:00+00","2022-12-02 04:00:00+00"
3489,"BTC","16930.886812724","16932.026416293","16920.636224951","16923.390764239","2022-12-02 04:59:00+00","2022-12-02 04:30:00+00","2022-12-02 05:00:00+00","2022-12-02 04:30:00+00"
3490,"BTC","16934.323077797","16944.002756126","16927.176494679","16930.132347905","2022-12-02 05:29:00+00","2022-12-02 05:00:00+00","2022-12-02 05:30:00+00","2022-12-02 05:00:00+00"
3491,"BTC","16935.497886089","16940.912108056","16928.334321329","16939.600392695","2022-12-02 05:59:00+00","2022-12-02 05:30:00+00","2022-12-02 06:00:00+00","2022-12-02 05:30:00+00"
3492,"BTC","16947.520627940","16947.520627940","16925.574085080","16936.438373377","2022-12-02 06:29:00+00","2022-12-02 06:00:00+00","2022-12-02 06:30:00+00","2022-12-02 06:00:00+00"
3493,"BTC","16912.466140100","16949.726053328","16912.466140100","16943.220406184","2022-12-02 06:59:00+00","2022-12-02 06:30:00+00","2022-12-02 07:00:00+00","2022-12-02 06:30:00+00"
3494,"BTC","16931.319685137","16941.931761708","16911.018926871","16911.770926881","2022-12-02 07:29:00+00","2022-12-02 07:00:00+00","2022-12-02 07:30:00+00","2022-12-02 07:00:00+00"
3495,"BTC","16964.392972508","16972.601950122","16932.023811945","16932.023811945","2022-12-02 07:59:00+00","2022-12-02 07:30:00+00","2022-12-02 08:00:00+00","2022-12-02 07:30:00+00"
3496,"BTC","16948.222385209","16965.104152056","16948.222385209","16957.854638736","2022-12-02 08:29:00+00","2022-12-02 08:00:00+00","2022-12-02 08:30:00+00","2022-12-02 08:00:00+00"
3497,"BTC","16965.869084643","16971.400193535","16952.238138796","16952.238138796","2022-12-02 08:59:00+00","2022-12-02 08:30:00+00","2022-12-02 09:00:00+00","2022-12-02 08:30:00+00"
3498,"BTC","16966.413448492","16977.756458360","16961.795482726","16966.633475002","2022-12-02 09:29:00+00","2022-12-02 09:00:00+00","2022-12-02 09:30:00+00","2022-12-02 09:00:00+00"
3499,"BTC","16965.579190810","16986.762322474","16964.088938108","16965.290943048","2022-12-02 09:59:00+00","2022-12-02 09:30:00+00","2022-12-02 10:00:00+00","2022-12-02 09:30:00+00"
3500,"BTC","16953.184489561","16973.583046330","16953.184489561","16965.439918959","2022-12-02 10:29:00+00","2022-12-02 10:00:00+00","2022-12-02 10:30:00+00","2022-12-02 10:00:00+00"
3501,"BTC","16966.383259011","16966.383259011","16948.946606523","16951.357095543","2022-12-02 10:59:00+00","2022-12-02 10:30:00+00","2022-12-02 11:00:00+00","2022-12-02 10:30:00+00"
3502,"BTC","16971.608450830","16985.444434650","16958.415327872","16969.806236723","2022-12-02 11:29:00+00","2022-12-02 11:00:00+00","2022-12-02 11:30:00+00","2022-12-02 11:00:00+00"
3503,"BTC","16997.837168987","17030.977206278","16985.530226320","16994.859984147","2022-12-02 11:59:00+00","2022-12-02 11:30:00+00","2022-12-02 12:00:00+00","2022-12-02 11:30:00+00"
3504,"BTC","17024.750649905","17040.914944948","16994.334681366","16997.166206201","2022-12-02 12:29:00+00","2022-12-02 12:00:00+00","2022-12-02 12:30:00+00","2022-12-02 12:00:00+00"
3505,"BTC","17029.254775362","17029.254775362","17002.378622926","17021.613172512","2022-12-02 12:59:00+00","2022-12-02 12:30:00+00","2022-12-02 13:00:00+00","2022-12-02 12:30:00+00"
3506,"BTC","17022.460525363","17097.428296020","17010.298917871","17036.531324116","2022-12-02 13:29:00+00","2022-12-02 13:00:00+00","2022-12-02 13:30:00+00","2022-12-02 13:00:00+00"
3507,"BTC","16891.103118810","17027.663763979","16830.673371525","17027.663763979","2022-12-02 13:59:00+00","2022-12-02 13:30:00+00","2022-12-02 14:00:00+00","2022-12-02 13:30:00+00"
3508,"BTC","16904.317102450","16912.736944124","16860.467505288","16892.549031933","2022-12-02 14:29:00+00","2022-12-02 14:00:00+00","2022-12-02 14:30:00+00","2022-12-02 14:00:00+00"
3509,"BTC","16909.378870404","16964.792475859","16897.204752289","16897.204752289","2022-12-02 14:59:00+00","2022-12-02 14:30:00+00","2022-12-02 15:00:00+00","2022-12-02 14:30:00+00"
3510,"BTC","16937.275285711","16966.014442376","16900.899195960","16909.833755264","2022-12-02 15:29:00+00","2022-12-02 15:00:00+00","2022-12-02 15:30:00+00","2022-12-02 15:00:00+00"
3511,"BTC","16940.549655532","16951.969809569","16934.377945084","16939.427060028","2022-12-02 15:59:00+00","2022-12-02 15:30:00+00","2022-12-02 16:00:00+00","2022-12-02 15:30:00+00"
3512,"BTC","16910.939834197","16939.683544126","16906.644586921","16939.683544126","2022-12-02 16:29:00+00","2022-12-02 16:00:00+00","2022-12-02 16:30:00+00","2022-12-02 16:00:00+00"
3513,"BTC","16937.918431032","16941.657865773","16904.429718740","16911.990311109","2022-12-02 16:59:00+00","2022-12-02 16:30:00+00","2022-12-02 17:00:00+00","2022-12-02 16:30:00+00"
3514,"BTC","16949.486140485","16964.723175364","16933.267971609","16935.599284231","2022-12-02 17:29:00+00","2022-12-02 17:00:00+00","2022-12-02 17:30:00+00","2022-12-02 17:00:00+00"
3515,"BTC","16938.717687292","16956.128301628","16936.892294697","16951.564162682","2022-12-02 17:59:00+00","2022-12-02 17:30:00+00","2022-12-02 18:00:00+00","2022-12-02 17:30:00+00"
3516,"BTC","16948.654961211","16948.909896053","16936.458501097","16936.458501097","2022-12-02 18:29:00+00","2022-12-02 18:00:00+00","2022-12-02 18:30:00+00","2022-12-02 18:00:00+00"
3517,"BTC","16954.932494610","16962.242833587","16939.482491982","16947.499687988","2022-12-02 18:59:00+00","2022-12-02 18:30:00+00","2022-12-02 19:00:00+00","2022-12-02 18:30:00+00"
3518,"BTC","16953.054584995","16953.887301698","16932.186161451","16953.887301698","2022-12-02 19:29:00+00","2022-12-02 19:00:00+00","2022-12-02 19:30:00+00","2022-12-02 19:00:00+00"
3519,"BTC","16986.525579152","16992.251533757","16948.284166551","16949.358696749","2022-12-02 19:59:00+00","2022-12-02 19:30:00+00","2022-12-02 20:00:00+00","2022-12-02 19:30:00+00"
3520,"BTC","16996.972581710","17002.607598977","16980.155718724","16987.922641171","2022-12-02 20:29:00+00","2022-12-02 20:00:00+00","2022-12-02 20:30:00+00","2022-12-02 20:00:00+00"
3521,"BTC","17016.971496930","17016.971496930","16982.964809702","16993.966891792","2022-12-02 20:59:00+00","2022-12-02 20:30:00+00","2022-12-02 21:00:00+00","2022-12-02 20:30:00+00"
3522,"BTC","17016.389795562","17042.569620458","17016.389795562","17039.038163217","2022-12-02 21:29:00+00","2022-12-02 21:00:00+00","2022-12-02 21:30:00+00","2022-12-02 21:00:00+00"
3523,"BTC","17013.493417778","17018.492229179","16998.175689667","17017.907088116","2022-12-02 21:59:00+00","2022-12-02 21:30:00+00","2022-12-02 22:00:00+00","2022-12-02 21:30:00+00"
3524,"BTC","17055.717673189","17055.717673189","17012.958909414","17013.973670323","2022-12-02 22:29:00+00","2022-12-02 22:00:00+00","2022-12-02 22:30:00+00","2022-12-02 22:00:00+00"
3525,"BTC","17042.899161323","17074.557022128","17040.077633826","17044.742361422","2022-12-02 22:59:00+00","2022-12-02 22:30:00+00","2022-12-02 23:00:00+00","2022-12-02 22:30:00+00"
3526,"BTC","17060.421446404","17076.247316608","17042.875106641","17042.875106641","2022-12-02 23:29:00+00","2022-12-02 23:00:00+00","2022-12-02 23:30:00+00","2022-12-02 23:00:00+00"
3527,"BTC","17092.631210861","17093.740465027","17064.134588783","17064.157206518","2022-12-02 23:59:00+00","2022-12-02 23:30:00+00","2022-12-03 00:00:00+00","2022-12-02 23:30:00+00"
3528,"BTC","17093.400090896","17093.400090896","17093.400090896","17093.400090896","2022-12-03 00:00:00+00","2022-12-03 00:00:00+00","2022-12-03 00:30:00+00","2022-12-03 00:00:00+00"
3970,"BTC","17060.727366849","17140.480373819","17046.044791602","17093.400090896","2022-12-03 00:29:00+00","2022-12-03 00:00:00+00","2022-12-03 00:30:00+00","2022-12-03 00:00:00+00"
3971,"BTC","17043.558926055","17069.559623576","17042.009514378","17061.168481519","2022-12-03 00:59:00+00","2022-12-03 00:30:00+00","2022-12-03 01:00:00+00","2022-12-03 00:30:00+00"
3972,"BTC","17034.117100592","17051.214603238","17019.123632819","17049.261000430","2022-12-03 01:29:00+00","2022-12-03 01:00:00+00","2022-12-03 01:30:00+00","2022-12-03 01:00:00+00"
3973,"BTC","17053.570998542","17054.436716071","17032.740515580","17033.348823070","2022-12-03 01:59:00+00","2022-12-03 01:30:00+00","2022-12-03 02:00:00+00","2022-12-03 01:30:00+00"
3974,"BTC","17019.948441273","17059.061026712","17017.507464642","17053.106651974","2022-12-03 02:29:00+00","2022-12-03 02:00:00+00","2022-12-03 02:30:00+00","2022-12-03 02:00:00+00"
3975,"BTC","17027.793771064","17028.605049347","17020.900040110","17020.900040110","2022-12-03 02:59:00+00","2022-12-03 02:30:00+00","2022-12-03 03:00:00+00","2022-12-03 02:30:00+00"
3976,"BTC","17026.561771553","17032.882855325","17018.331379481","17030.260230390","2022-12-03 03:29:00+00","2022-12-03 03:00:00+00","2022-12-03 03:30:00+00","2022-12-03 03:00:00+00"
3977,"BTC","17023.949247799","17028.480143062","17017.486602862","17026.008170911","2022-12-03 03:59:00+00","2022-12-03 03:30:00+00","2022-12-03 04:00:00+00","2022-12-03 03:30:00+00"
3978,"BTC","17031.008894841","17032.718872719","17016.916034723","17023.619774722","2022-12-03 04:29:00+00","2022-12-03 04:00:00+00","2022-12-03 04:30:00+00","2022-12-03 04:00:00+00"
3979,"BTC","17021.997313871","17035.559586689","17011.965979050","17034.263213630","2022-12-03 04:59:00+00","2022-12-03 04:30:00+00","2022-12-03 05:00:00+00","2022-12-03 04:30:00+00"
3980,"BTC","17022.583025787","17026.166008861","17017.694806190","17018.175777728","2022-12-03 05:29:00+00","2022-12-03 05:00:00+00","2022-12-03 05:30:00+00","2022-12-03 05:00:00+00"
3981,"BTC","17017.655107828","17026.676906530","17013.247800234","17020.852818526","2022-12-03 05:59:00+00","2022-12-03 05:30:00+00","2022-12-03 06:00:00+00","2022-12-03 05:30:00+00"
3982,"BTC","16985.445939625","17018.129771117","16949.416815697","17018.129771117","2022-12-03 06:29:00+00","2022-12-03 06:00:00+00","2022-12-03 06:30:00+00","2022-12-03 06:00:00+00"
3983,"BTC","16981.786290729","16985.192124652","16967.067844357","16985.192124652","2022-12-03 06:59:00+00","2022-12-03 06:30:00+00","2022-12-03 07:00:00+00","2022-12-03 06:30:00+00"
3984,"BTC","16942.579728888","16983.515854365","16942.579728888","16977.857225638","2022-12-03 07:29:00+00","2022-12-03 07:00:00+00","2022-12-03 07:30:00+00","2022-12-03 07:00:00+00"
3985,"BTC","16964.026212309","16972.640925480","16931.438461236","16940.399368414","2022-12-03 07:59:00+00","2022-12-03 07:30:00+00","2022-12-03 08:00:00+00","2022-12-03 07:30:00+00"
3986,"BTC","16966.280728292","16966.321310036","16956.296241668","16966.321310036","2022-12-03 08:29:00+00","2022-12-03 08:00:00+00","2022-12-03 08:30:00+00","2022-12-03 08:00:00+00"
3987,"BTC","16939.379896203","16962.483403480","16932.311705709","16962.483403480","2022-12-03 08:59:00+00","2022-12-03 08:30:00+00","2022-12-03 09:00:00+00","2022-12-03 08:30:00+00"
3988,"BTC","16967.835799263","16970.210753051","16945.222483677","16947.548804522","2022-12-03 09:29:00+00","2022-12-03 09:00:00+00","2022-12-03 09:30:00+00","2022-12-03 09:00:00+00"
3989,"BTC","16979.827011151","16982.797194787","16963.608986380","16970.527167975","2022-12-03 09:59:00+00","2022-12-03 09:30:00+00","2022-12-03 10:00:00+00","2022-12-03 09:30:00+00"
3990,"BTC","16982.196785235","16984.426155350","16976.628372271","16980.426899560","2022-12-03 10:29:00+00","2022-12-03 10:00:00+00","2022-12-03 10:30:00+00","2022-12-03 10:00:00+00"
3991,"BTC","16963.320794428","16982.822616569","16953.680129915","16982.822616569","2022-12-03 10:59:00+00","2022-12-03 10:30:00+00","2022-12-03 11:00:00+00","2022-12-03 10:30:00+00"
3992,"BTC","16936.378266179","16964.084726732","16908.909550457","16964.084726732","2022-12-03 11:29:00+00","2022-12-03 11:00:00+00","2022-12-03 11:30:00+00","2022-12-03 11:00:00+00"
3993,"BTC","16944.693769358","16957.312908031","16939.360540848","16939.360540848","2022-12-03 11:59:00+00","2022-12-03 11:30:00+00","2022-12-03 12:00:00+00","2022-12-03 11:30:00+00"
3994,"BTC","16953.231368979","16963.751345631","16942.900576411","16945.133259809","2022-12-03 12:29:00+00","2022-12-03 12:00:00+00","2022-12-03 12:30:00+00","2022-12-03 12:00:00+00"
3995,"BTC","16964.988780501","16968.160517964","16933.803762916","16949.549717054","2022-12-03 12:59:00+00","2022-12-03 12:30:00+00","2022-12-03 13:00:00+00","2022-12-03 12:30:00+00"
3996,"BTC","16957.727772343","16964.966858164","16943.906181337","16964.966858164","2022-12-03 13:29:00+00","2022-12-03 13:00:00+00","2022-12-03 13:30:00+00","2022-12-03 13:00:00+00"
3997,"BTC","16951.855777978","16962.019937582","16950.751893389","16960.398961514","2022-12-03 13:59:00+00","2022-12-03 13:30:00+00","2022-12-03 14:00:00+00","2022-12-03 13:30:00+00"
3998,"BTC","16935.026487261","16954.227234471","16935.026487261","16954.064979811","2022-12-03 14:29:00+00","2022-12-03 14:00:00+00","2022-12-03 14:30:00+00","2022-12-03 14:00:00+00"
3999,"BTC","16945.032847820","16949.023886873","16932.955876504","16942.971600887","2022-12-03 14:59:00+00","2022-12-03 14:30:00+00","2022-12-03 15:00:00+00","2022-12-03 14:30:00+00"
4000,"BTC","16966.325510968","16975.467011356","16943.622977722","16947.873296606","2022-12-03 15:29:00+00","2022-12-03 15:00:00+00","2022-12-03 15:30:00+00","2022-12-03 15:00:00+00"
4001,"BTC","16963.038960120","16966.982167908","16958.491324194","16964.525252111","2022-12-03 15:59:00+00","2022-12-03 15:30:00+00","2022-12-03 16:00:00+00","2022-12-03 15:30:00+00"
4002,"BTC","16961.896475127","16965.919749111","16958.619340971","16962.332499480","2022-12-03 16:29:00+00","2022-12-03 16:00:00+00","2022-12-03 16:30:00+00","2022-12-03 16:00:00+00"
4003,"BTC","16952.597060345","16959.369053776","16950.174586297","16959.369053776","2022-12-03 16:59:00+00","2022-12-03 16:30:00+00","2022-12-03 17:00:00+00","2022-12-03 16:30:00+00"
4004,"BTC","16962.907317560","16964.842573798","16941.450614708","16954.219814964","2022-12-03 17:29:00+00","2022-12-03 17:00:00+00","2022-12-03 17:30:00+00","2022-12-03 17:00:00+00"
4005,"BTC","16972.506067764","16980.710315582","16958.776511815","16962.224551656","2022-12-03 17:59:00+00","2022-12-03 17:30:00+00","2022-12-03 18:00:00+00","2022-12-03 17:30:00+00"
4006,"BTC","16972.412309919","16976.231968882","16968.910067459","16972.325398344","2022-12-03 18:29:00+00","2022-12-03 18:00:00+00","2022-12-03 18:30:00+00","2022-12-03 18:00:00+00"
4007,"BTC","16968.045326186","16981.267773700","16951.225651592","16973.399643752","2022-12-03 18:59:00+00","2022-12-03 18:30:00+00","2022-12-03 19:00:00+00","2022-12-03 18:30:00+00"
4008,"BTC","16956.050658565","16969.980194691","16956.050658565","16968.847542985","2022-12-03 19:29:00+00","2022-12-03 19:00:00+00","2022-12-03 19:30:00+00","2022-12-03 19:00:00+00"
4009,"BTC","16952.904417562","16962.687697159","16943.685224015","16954.236353468","2022-12-03 19:59:00+00","2022-12-03 19:30:00+00","2022-12-03 20:00:00+00","2022-12-03 19:30:00+00"
4010,"BTC","16954.690199925","16958.067666801","16951.336112465","16954.622019266","2022-12-03 20:29:00+00","2022-12-03 20:00:00+00","2022-12-03 20:30:00+00","2022-12-03 20:00:00+00"
4011,"BTC","16933.669645580","16956.198754423","16923.976202630","16956.198754423","2022-12-03 20:59:00+00","2022-12-03 20:30:00+00","2022-12-03 21:00:00+00","2022-12-03 20:30:00+00"
4012,"BTC","16924.409270685","16935.206583219","16893.369598288","16934.978133157","2022-12-03 21:29:00+00","2022-12-03 21:00:00+00","2022-12-03 21:30:00+00","2022-12-03 21:00:00+00"
4013,"BTC","16951.735577174","16951.735577174","16910.119180925","16925.971212802","2022-12-03 21:59:00+00","2022-12-03 21:30:00+00","2022-12-03 22:00:00+00","2022-12-03 21:30:00+00"
4014,"BTC","16915.105674635","16951.031067152","16905.158747112","16948.849841104","2022-12-03 22:29:00+00","2022-12-03 22:00:00+00","2022-12-03 22:30:00+00","2022-12-03 22:00:00+00"
